database_id,scale_factor,query_id,start,cpu_time,data_scanned
2,1,3,20,747.0,38.94
8,7,12,386,2970.6101694915255,231.89
13,31,7,517,12090.297740112996,1616.34
10,13,10,2328,8103.157062146894,497.0
3,1,11,2387,104.8,12.18
5,3,13,3035,2912.1502824858753,58.1
3,1,10,3401,634.0666666666667,37.8
3,1,11,5287,104.8,12.18
19,356,5,5302,78545.46666666666,17448.96
13,31,18,6807,40706.04745762712,862.73
2,1,11,7953,104.8,12.18
3,1,9,8110,852.3333333333334,71.45
3,1,6,8192,116.6,32.98
3,1,12,9685,428.0,33.19
3,1,14,9871,193.33333333333334,52.0
8,7,2,10281,2551.8559322033902,79.16
5,3,18,10869,4101.97966101695,83.54
3,1,10,12898,634.0666666666667,37.8
3,1,19,12969,343.8666666666667,51.4
8,7,8,13979,3122.3796610169493,441.41
8,7,9,14094,5915.771186440677,492.09
13,31,1,14330,29599.3604519774,1146.88
11,17,13,15381,16174.946139359698,340.48
8,7,13,15689,6756.518644067796,137.23
3,1,12,17099,428.0,33.19
16,85,8,17239,33701.87570621469,5570.56
8,7,11,18629,727.3830508474576,89.68
3,1,22,18801,132.13333333333333,6.29
3,1,22,19485,132.13333333333333,6.29
3,1,14,19834,193.33333333333334,52.0
3,1,16,20088,218.6,3.42
8,7,4,20092,2692.5203389830513,171.69
8,7,10,20148,4400.8525423728815,266.13
8,7,17,20215,1963.286440677966,266.05
3,1,9,20855,852.3333333333334,71.45
8,7,3,21401,5184.686440677967,274.96
8,7,10,21491,4400.8525423728815,266.13
8,7,20,22950,2142.818644067797,358.53
15,59,18,23154,74273.33333333333,1638.4
8,7,15,27885,2146.520338983051,630.71
19,356,22,31648,23519.733333333334,2775.04
8,7,11,32890,727.3830508474576,89.68
9,10,21,34078,7446.785310734464,1034.24
8,7,8,36235,3122.3796610169493,441.41
8,7,13,37216,6756.518644067796,137.23
8,7,2,37427,2551.8559322033902,79.16
19,356,15,38944,55049.46666666667,32419.84
5,3,6,39869,348.81186440677965,98.91
3,1,6,41012,116.6,32.98
3,1,6,41647,116.6,32.98
3,1,14,41923,193.33333333333334,52.0
8,7,8,42815,3122.3796610169493,441.41
3,1,5,43568,441.26666666666665,41.06
3,1,21,44198,754.2666666666667,80.86
2,1,14,45315,193.33333333333334,52.0
8,7,21,45624,5235.122033898305,680.89
11,17,17,46968,4700.061393596987,659.24
3,1,16,46985,218.6,3.42
3,1,20,47662,308.73333333333335,53.74
15,59,20,49412,16723.05555555556,2949.12
13,31,16,49565,6489.45593220339,35.82
3,1,17,50113,282.8666666666667,45.17
8,7,13,50466,6756.518644067796,137.23
13,31,14,51822,5739.3785310734465,1433.66
8,7,12,53286,2970.6101694915255,231.89
16,85,20,53304,23128.83615819209,4290.56
13,31,5,54940,13099.636723163841,1413.12
3,1,2,55540,367.6666666666667,10.0
8,7,10,55722,4400.8525423728815,266.13
3,1,18,55980,1371.2,26.6
3,1,20,58891,308.73333333333335,53.74
2,1,6,59924,116.6,32.98
9,10,8,64598,4441.480225988701,652.73
3,1,15,65004,309.26666666666665,79.18
13,31,15,66890,9181.026553672316,2662.4
3,1,12,71392,428.0,33.19
5,3,20,71842,923.583615819209,142.84
3,1,2,73257,367.6666666666667,10.0
3,1,13,73277,973.4666666666667,18.72
8,7,5,73280,3062.6898305084746,328.42
8,7,18,73561,9517.057627118644,194.46
13,31,18,73852,40706.04745762712,862.73
3,1,5,74094,441.26666666666665,41.06
8,7,10,74833,4400.8525423728815,266.13
8,7,19,74849,2386.6677966101697,309.56
8,7,3,75361,5184.686440677967,274.96
5,3,2,75525,1099.8841807909605,39.35
3,1,4,77086,387.93333333333334,24.68
11,17,18,77250,22783.611299435026,472.1
5,3,12,77651,1280.3728813559321,99.52
8,7,19,77938,2386.6677966101697,309.56
19,356,5,77978,78545.46666666666,17448.96
3,1,8,78187,449.8666666666667,64.36
3,1,18,78398,1371.2,26.6
8,7,19,78621,2386.6677966101697,309.56
5,3,11,78966,313.51186440677964,42.57
5,3,20,79666,923.583615819209,142.84
3,1,14,81388,193.33333333333334,52.0
8,7,21,82748,5235.122033898305,680.89
8,7,11,82985,727.3830508474576,89.68
8,7,10,83073,4400.8525423728815,266.13
3,1,22,87474,132.13333333333333,6.29
15,59,21,91679,40856.11111111112,5560.32
16,85,14,92247,14483.615819209039,3993.6
2,1,18,93278,1371.2,26.6
8,7,19,93301,2386.6677966101697,309.56
5,3,13,94726,2912.1502824858753,58.1
15,59,6,95879,6315.833333333333,1945.6
13,31,5,96374,13099.636723163841,1413.12
8,7,17,98842,1963.286440677966,266.05
15,59,12,98982,23183.333333333332,1986.56
8,7,8,107016,3122.3796610169493,441.41
8,7,7,107313,2826.706779661017,373.81
8,7,15,107477,2146.520338983051,630.71
3,1,15,108515,309.26666666666665,79.18
3,1,13,111203,973.4666666666667,18.72
8,7,22,111720,917.0949152542373,46.48
8,7,2,111890,2551.8559322033902,79.16
3,1,19,113088,343.8666666666667,51.4
15,59,19,113432,18626.111111111113,2744.32
8,7,4,113820,2692.5203389830513,171.69
8,7,19,114587,2386.6677966101697,309.56
8,7,7,114753,2826.706779661017,373.81
15,59,22,116075,7157.2222222222235,425.06
8,7,11,116232,727.3830508474576,89.68
5,3,9,116393,2549.776836158192,200.62
16,85,5,118032,33057.60451977402,4014.08
8,7,14,118540,1341.864406779661,313.68
15,59,13,119182,52729.444444444445,1198.08
3,1,19,119883,343.8666666666667,51.4
3,1,20,121475,308.73333333333335,53.74
8,7,12,122101,2970.6101694915255,231.89
19,356,8,123837,80076.26666666666,24504.32
13,31,20,124942,9165.193785310734,1505.28
3,1,22,125031,132.13333333333333,6.29
8,7,15,126195,2146.520338983051,630.71
8,7,13,126520,6756.518644067796,137.23
8,7,8,128187,3122.3796610169493,441.41
8,7,13,129500,6756.518644067796,137.23
8,7,1,131013,6920.318644067796,258.01
15,59,15,131326,16751.944444444445,5140.48
3,1,6,132213,116.6,32.98
5,3,4,133487,1160.5124293785311,73.68
8,7,5,134611,3062.6898305084746,328.42
8,7,4,134734,2692.5203389830513,171.69
11,17,20,138131,5129.85725047081,952.92
2,1,10,140089,634.0666666666667,37.8
13,31,3,140124,22175.771186440677,1239.04
8,7,1,142451,6920.318644067796,258.01
8,7,16,144488,1517.2322033898306,22.34
13,31,1,146168,29599.3604519774,1146.88
13,31,11,148635,3111.1389830508474,266.54
8,7,15,149372,2146.520338983051,630.71
3,1,18,149628,1371.2,26.6
15,59,11,150073,5676.666666666667,499.78
8,7,3,150187,5184.686440677967,274.96
8,7,15,150212,2146.520338983051,630.71
15,59,5,151320,23901.944444444445,2744.32
9,10,20,151677,3048.0875706214692,538.32
15,59,22,152910,7157.2222222222235,425.06
19,356,19,153013,61208.26666666667,17059.84
8,7,3,153080,5184.686440677967,274.96
5,3,6,153727,348.81186440677965,98.91
13,31,13,154977,28898.760451977403,623.2
8,7,13,156880,6756.518644067796,137.23
8,7,19,156882,2386.6677966101697,309.56
8,7,9,158355,5915.771186440677,492.09
3,1,2,158513,367.6666666666667,10.0
13,31,19,160294,10208.177401129944,1413.12
8,7,9,160422,5915.771186440677,492.09
16,85,18,160986,102723.79661016949,2355.2
8,7,3,161674,5184.686440677967,274.96
15,59,4,161703,21013.05555555556,1474.56
2,1,15,162135,309.26666666666665,79.18
5,3,21,162254,2256.40790960452,263.47
3,1,17,162494,282.8666666666667,45.17
5,3,7,164816,1218.3485875706212,150.19
10,13,20,166615,3945.5073446327688,688.99
3,1,18,167560,1371.2,26.6
11,17,13,167779,16174.946139359698,340.48
5,3,21,167843,2256.40790960452,263.47
8,7,3,171300,5184.686440677967,274.96
15,59,16,175396,11840.833333333334,68.05
13,31,8,179848,13354.94011299435,1955.84
8,7,16,180164,1517.2322033898306,22.34
13,31,18,180855,40706.04745762712,862.73
8,7,1,181153,6920.318644067796,258.01
8,7,9,181205,5915.771186440677,492.09
3,1,2,181561,367.6666666666667,10.0
8,7,15,181785,2146.520338983051,630.71
8,7,11,182489,727.3830508474576,89.68
8,7,11,182698,727.3830508474576,89.68
5,3,21,182920,2256.40790960452,263.47
8,7,4,183332,2692.5203389830513,171.69
3,1,13,183637,973.4666666666667,18.72
8,7,8,183883,3122.3796610169493,441.41
11,17,2,183924,6109.082862523541,177.06
3,1,14,183973,193.33333333333334,52.0
8,7,10,185039,4400.8525423728815,266.13
8,7,19,185466,2386.6677966101697,309.56
3,1,4,186571,387.93333333333334,24.68
8,7,15,187460,2146.520338983051,630.71
8,7,8,188025,3122.3796610169493,441.41
3,1,6,188468,116.6,32.98
15,59,13,188706,52729.444444444445,1198.08
8,7,2,189300,2551.8559322033902,79.16
3,1,16,189541,218.6,3.42
3,1,4,189636,387.93333333333334,24.68
8,7,13,190365,6756.518644067796,137.23
3,1,4,190518,387.93333333333334,24.68
3,1,7,191281,407.26666666666665,47.45
8,7,12,191796,2970.6101694915255,231.89
16,85,18,193048,102723.79661016949,2355.2
8,7,2,194408,2551.8559322033902,79.16
8,7,7,194417,2826.706779661017,373.81
8,7,11,194922,727.3830508474576,89.68
3,1,9,194952,852.3333333333334,71.45
3,1,1,195017,997.0666666666667,36.89
8,7,1,195132,6920.318644067796,258.01
8,7,6,195248,809.2830508474577,230.65
5,3,12,198863,1280.3728813559321,99.52
8,7,18,199042,9517.057627118644,194.46
8,7,11,200630,727.3830508474576,89.68
8,7,11,201328,727.3830508474576,89.68
8,7,3,201915,5184.686440677967,274.96
8,7,14,203361,1341.864406779661,313.68
8,7,5,203740,3062.6898305084746,328.42
8,7,13,205812,6756.518644067796,137.23
8,7,8,206113,3122.3796610169493,441.41
5,3,9,207528,2549.776836158192,200.62
2,1,18,208338,1371.2,26.6
5,3,12,210682,1280.3728813559321,99.52
9,10,4,212523,3830.0197740113,244.77
15,59,1,215607,54007.77777777778,2170.88
8,7,5,216646,3062.6898305084746,328.42
8,7,3,217185,5184.686440677967,274.96
8,7,15,217512,2146.520338983051,630.71
15,59,5,219354,23901.944444444445,2744.32
8,7,2,220138,2551.8559322033902,79.16
11,17,10,220379,10535.537099811676,652.68
3,1,5,220403,441.26666666666665,41.06
8,7,22,220423,917.0949152542373,46.48
8,7,6,220571,809.2830508474577,230.65
8,7,7,220664,2826.706779661017,373.81
15,59,13,220998,52729.444444444445,1198.08
16,85,12,221101,32063.72881355932,2856.96
8,7,2,222315,2551.8559322033902,79.16
8,7,20,222339,2142.818644067797,358.53
8,7,1,222759,6920.318644067796,258.01
8,7,8,222879,3122.3796610169493,441.41
8,7,6,223635,809.2830508474577,230.65
8,7,18,223683,9517.057627118644,194.46
8,7,18,223770,9517.057627118644,194.46
2,1,19,224391,343.8666666666667,51.4
8,7,19,226430,2386.6677966101697,309.56
8,7,11,226952,727.3830508474576,89.68
8,7,15,228714,2146.520338983051,630.71
8,7,1,228880,6920.318644067796,258.01
5,3,4,229048,1160.5124293785311,73.68
19,356,3,229789,132966.0,14551.04
13,31,7,231054,12090.297740112996,1616.34
8,7,11,231972,727.3830508474576,89.68
3,1,22,232530,132.13333333333333,6.29
8,7,19,232660,2386.6677966101697,309.56
3,1,21,233074,754.2666666666667,80.86
5,3,2,233273,1099.8841807909605,39.35
3,1,19,233337,343.8666666666667,51.4
8,7,14,233523,1341.864406779661,313.68
8,7,16,234392,1517.2322033898306,22.34
8,7,21,235165,5235.122033898305,680.89
8,7,9,235782,5915.771186440677,492.09
8,7,15,237718,2146.520338983051,630.71
8,7,14,237916,1341.864406779661,313.68
3,1,10,241642,634.0666666666667,37.8
8,7,15,241965,2146.520338983051,630.71
