database_id,scale_factor,query_id,start,cpu_time,data_scanned
3,10,4,602.7,9975.428571428572,2468.0
3,10,19,820.0,8842.285714285714,5140.0
3,10,22,2736.7,3397.7142857142862,629.0
3,10,10,4715.1,16304.57142857143,3780.0
3,10,12,11710.4,11005.714285714286,3319.0
3,10,4,12233.2,9975.428571428572,2468.0
3,10,6,13099.1,2998.285714285714,3297.9999999999995
3,10,16,13487.8,5621.142857142857,342.0
3,10,19,14203.2,8842.285714285714,5140.0
3,10,1,17560.3,25638.85714285714,3689.0
3,10,3,19303.4,19208.571428571428,3894.0
3,10,2,29952.3,9454.285714285714,1000.0
3,10,4,38702.2,9975.428571428572,2468.0
3,10,10,39235.4,16304.57142857143,3780.0
3,10,12,45377.7,11005.714285714286,3319.0
3,10,19,45497.1,8842.285714285714,5140.0
3,10,14,54126.3,4971.428571428572,5200.0
3,10,18,54791.8,35259.42857142857,2660.0
3,10,12,59598.6,11005.714285714286,3319.0
3,10,15,61060.5,7952.5714285714275,7918.000000000001
3,10,6,63948.1,2998.285714285714,3297.9999999999995
3,10,17,66706.8,7273.714285714285,4517.0
3,10,9,74260.2,21917.142857142855,7145.0
3,10,10,77573.1,16304.57142857143,3780.0
3,10,15,78769.0,7952.5714285714275,7918.000000000001
3,10,18,79240.3,35259.42857142857,2660.0
3,10,16,79348.8,5621.142857142857,342.0
3,10,15,81151.4,7952.5714285714275,7918.000000000001
3,10,8,83189.2,11568.0,6436.0
3,10,22,86014.3,3397.7142857142862,629.0
3,10,17,87719.8,7273.714285714285,4517.0
3,10,10,90160.2,16304.57142857143,3780.0
3,10,2,94426.9,9454.285714285714,1000.0
3,10,1,95088.5,25638.85714285714,3689.0
3,10,16,106353.0,5621.142857142857,342.0
3,10,4,109278.7,9975.428571428572,2468.0
3,10,4,111285.3,9975.428571428572,2468.0
3,10,9,111709.1,21917.142857142855,7145.0
3,10,22,115164.3,3397.7142857142862,629.0
3,10,4,118081.5,9975.428571428572,2468.0
3,10,18,120733.2,35259.42857142857,2660.0
3,10,9,123501.2,21917.142857142855,7145.0
3,10,20,123614.9,7938.857142857143,5374.0
3,10,12,123732.0,11005.714285714286,3319.0
3,10,6,130674.4,2998.285714285714,3297.9999999999995
3,10,15,132693.3,7952.5714285714275,7918.000000000001
3,10,1,138247.2,25638.85714285714,3689.0
3,10,18,139091.2,35259.42857142857,2660.0
3,10,19,145510.7,8842.285714285714,5140.0
3,10,1,146221.2,25638.85714285714,3689.0
3,10,17,146308.6,7273.714285714285,4517.0
3,10,4,158365.6,9975.428571428572,2468.0
3,10,3,161020.3,19208.571428571428,3894.0
3,10,1,175679.3,25638.85714285714,3689.0
