database_id,scale_factor,query_id,start,cpu_time,data_scanned
4,10,10,912.5,65218.28571428572,7560.0
4,10,16,4167.2,22484.571428571428,713.0
4,10,16,4547.9,22484.571428571428,713.0
4,10,2,5519.6,37817.142857142855,2059.0
4,10,3,6108.1,76834.28571428571,7804.000000000001
4,10,18,6258.8,141037.7142857143,5558.0
4,10,12,7914.1,44022.857142857145,6635.0
4,10,4,7929.2,39901.71428571429,4918.0
4,10,15,10118.4,31810.28571428571,16436.0
4,10,15,11338.7,31810.28571428571,16436.0
4,10,3,11781.0,76834.28571428571,7804.000000000001
4,10,1,13192.1,102555.42857142857,7374.0
4,10,11,13770.9,10779.428571428572,2359.0
4,10,14,14594.1,19885.714285714286,8682.0
4,10,2,16401.5,37817.142857142855,2059.0
4,10,18,17094.3,141037.7142857143,5558.0
4,10,18,17363.7,141037.7142857143,5558.0
4,10,16,17438.8,22484.571428571428,713.0
4,10,4,18529.6,39901.71428571429,4918.0
4,10,10,19942.5,65218.28571428572,7560.0
4,10,1,22642.4,102555.42857142857,7374.0
4,10,6,22796.6,11993.142857142857,6594.0
4,10,18,23743.4,141037.7142857143,5558.0
4,10,15,24551.8,31810.28571428571,16436.0
4,10,12,26851.4,44022.857142857145,6635.0
4,10,1,28484.2,102555.42857142857,7374.0
4,10,17,29657.3,29094.85714285714,7315.999999999999
4,10,18,30127.3,141037.7142857143,5558.0
4,10,16,33164.1,22484.571428571428,713.0
4,10,20,33642.0,31755.428571428572,9294.0
4,10,3,36097.4,76834.28571428571,7804.000000000001
4,10,4,42791.5,39901.71428571429,4918.0
4,10,18,44486.7,141037.7142857143,5558.0
4,10,11,44878.2,10779.428571428572,2359.0
4,10,22,45678.7,13590.857142857145,1281.0
4,10,11,47159.4,10779.428571428572,2359.0
4,10,11,47259.3,10779.428571428572,2359.0
4,10,10,47370.1,65218.28571428572,7560.0
4,10,20,48452.0,31755.428571428572,9294.0
4,10,16,49276.3,22484.571428571428,713.0
4,10,10,53623.1,65218.28571428572,7560.0
4,10,6,54039.2,11993.142857142857,6594.0
4,10,4,56817.1,39901.71428571429,4918.0
4,10,2,58614.6,37817.142857142855,2059.0
4,10,20,59577.7,31755.428571428572,9294.0
4,10,11,59882.9,10779.428571428572,2359.0
4,10,20,61565.0,31755.428571428572,9294.0
4,10,6,61733.2,11993.142857142857,6594.0
4,10,14,63969.8,19885.714285714286,8682.0
4,10,8,65389.4,46272.0,11476.000000000002
4,10,6,66276.3,11993.142857142857,6594.0
4,10,16,68600.9,22484.571428571428,713.0
4,10,15,69574.1,31810.28571428571,16436.0
4,10,14,71647.2,19885.714285714286,8682.0
4,10,3,71741.9,76834.28571428571,7804.000000000001
4,10,3,73010.0,76834.28571428571,7804.000000000001
4,10,2,73013.8,37817.142857142855,2059.0
4,10,22,75592.7,13590.857142857145,1281.0
4,10,4,75695.3,39901.71428571429,4918.0
4,10,12,78833.3,44022.857142857145,6635.0
4,10,11,78852.4,10779.428571428572,2359.0
4,10,8,81161.7,46272.0,11476.000000000002
4,10,11,83220.0,10779.428571428572,2359.0
4,10,6,84005.8,11993.142857142857,6594.0
4,10,14,85343.9,19885.714285714286,8682.0
4,10,1,87028.7,102555.42857142857,7374.0
4,10,9,87317.2,87668.57142857142,12881.999999999998
4,10,18,87419.7,141037.7142857143,5558.0
4,10,19,89335.1,35369.142857142855,8560.0
4,10,10,89759.5,65218.28571428572,7560.0
4,10,19,90788.4,35369.142857142855,8560.0
4,10,8,92204.3,46272.0,11476.000000000002
4,10,3,95854.8,76834.28571428571,7804.000000000001
4,10,2,99757.2,37817.142857142855,2059.0
4,10,9,100386.5,87668.57142857142,12881.999999999998
4,10,10,104302.0,65218.28571428572,7560.0
4,10,14,108792.1,19885.714285714286,8682.0
4,10,10,109780.5,65218.28571428572,7560.0
4,10,19,110736.9,35369.142857142855,8560.0
4,10,15,110838.2,31810.28571428571,16436.0
4,10,10,111281.3,65218.28571428572,7560.0
4,10,2,112182.5,37817.142857142855,2059.0
4,10,20,113639.4,31755.428571428572,9294.0
4,10,6,116097.2,11993.142857142857,6594.0
4,10,1,117412.0,102555.42857142857,7374.0
4,10,19,117983.5,35369.142857142855,8560.0
4,10,6,121020.7,11993.142857142857,6594.0
4,10,20,125257.0,31755.428571428572,9294.0
4,10,2,125895.7,37817.142857142855,2059.0
4,10,2,126897.5,37817.142857142855,2059.0
4,10,20,127222.4,31755.428571428572,9294.0
4,10,10,127404.4,65218.28571428572,7560.0
4,10,10,133667.5,65218.28571428572,7560.0
4,10,15,135731.0,31810.28571428571,16436.0
4,10,18,137568.7,141037.7142857143,5558.0
4,10,8,138069.1,46272.0,11476.000000000002
4,10,10,140216.2,65218.28571428572,7560.0
4,10,17,142532.0,29094.85714285714,7315.999999999999
4,10,14,143172.1,19885.714285714286,8682.0
4,10,20,144312.1,31755.428571428572,9294.0
4,10,6,144614.3,11993.142857142857,6594.0
4,10,16,144928.1,22484.571428571428,713.0
4,10,20,146229.5,31755.428571428572,9294.0
4,10,4,148619.4,39901.71428571429,4918.0
4,10,20,149077.3,31755.428571428572,9294.0
4,10,20,150656.2,31755.428571428572,9294.0
4,10,22,151173.7,13590.857142857145,1281.0
4,10,14,151612.5,19885.714285714286,8682.0
4,10,1,152140.9,102555.42857142857,7374.0
4,10,8,152336.8,46272.0,11476.000000000002
4,10,18,152964.5,141037.7142857143,5558.0
4,10,18,155898.2,141037.7142857143,5558.0
4,10,4,157298.7,39901.71428571429,4918.0
4,10,4,159045.7,39901.71428571429,4918.0
4,10,9,160123.8,87668.57142857142,12881.999999999998
4,10,8,161897.7,46272.0,11476.000000000002
4,10,22,163192.2,13590.857142857145,1281.0
4,10,14,163721.5,19885.714285714286,8682.0
4,10,14,164110.3,19885.714285714286,8682.0
4,10,12,166079.6,44022.857142857145,6635.0
4,10,3,167566.9,76834.28571428571,7804.000000000001
4,10,1,167871.5,102555.42857142857,7374.0
4,10,8,167919.4,46272.0,11476.000000000002
4,10,1,346025.2,102555.42857142857,7374.0
4,10,17,347270.0,29094.85714285714,7315.999999999999
4,10,19,347454.9,35369.142857142855,8560.0
4,10,8,348411.0,46272.0,11476.000000000002
4,10,19,348639.1,35369.142857142855,8560.0
4,10,4,352169.5,39901.71428571429,4918.0
4,10,6,354197.3,11993.142857142857,6594.0
4,10,10,358226.9,65218.28571428572,7560.0
4,10,8,360256.1,46272.0,11476.000000000002
4,10,4,361532.5,39901.71428571429,4918.0
4,10,18,363476.7,141037.7142857143,5558.0
4,10,20,364031.9,31755.428571428572,9294.0
4,10,18,364390.8,141037.7142857143,5558.0
4,10,4,365077.3,39901.71428571429,4918.0
4,10,3,365732.6,76834.28571428571,7804.000000000001
4,10,14,367311.7,19885.714285714286,8682.0
4,10,16,367835.0,22484.571428571428,713.0
4,10,6,368341.4,11993.142857142857,6594.0
4,10,4,369004.8,39901.71428571429,4918.0
4,10,22,372216.9,13590.857142857145,1281.0
4,10,17,375964.5,29094.85714285714,7315.999999999999
4,10,10,379318.9,65218.28571428572,7560.0
4,10,3,379345.8,76834.28571428571,7804.000000000001
4,10,12,380221.8,44022.857142857145,6635.0
4,10,17,381946.2,29094.85714285714,7315.999999999999
4,10,3,383480.2,76834.28571428571,7804.000000000001
4,10,19,385534.3,35369.142857142855,8560.0
4,10,14,390094.3,19885.714285714286,8682.0
4,10,10,390240.1,65218.28571428572,7560.0
4,10,14,390435.3,19885.714285714286,8682.0
4,10,11,390941.5,10779.428571428572,2359.0
4,10,16,392625.8,22484.571428571428,713.0
4,10,11,394150.0,10779.428571428572,2359.0
4,10,1,401100.2,102555.42857142857,7374.0
4,10,6,401235.0,11993.142857142857,6594.0
4,10,1,401302.6,102555.42857142857,7374.0
