database_id,scale_factor,query_id,start,cpu_time,data_scanned
2,1,3,100,1494.0,486.75
8,7,12,1930,5941.220338983051,2898.6249999999995
13,31,7,2585,24180.59548022599,20204.25
10,13,10,11640,16206.314124293787,6212.5
3,1,11,11935,209.6,152.25
5,3,13,15175,5824.300564971751,726.25
3,1,10,17005,1268.1333333333334,472.5
3,1,11,26435,209.6,152.25
19,356,5,26510,157090.93333333332,218112.0
13,31,18,34035,81412.09491525425,10784.125
2,1,11,39765,209.6,152.25
3,1,9,40550,1704.6666666666667,893.125
3,1,6,40960,233.2,412.24999999999994
3,1,12,48425,856.0,414.875
3,1,14,49355,386.6666666666667,650.0
8,7,2,51405,5103.7118644067805,989.5
5,3,18,54345,8203.9593220339,1044.2500000000002
3,1,10,64490,1268.1333333333334,472.5
3,1,19,64845,687.7333333333333,642.5
8,7,8,69895,6244.759322033899,5517.625
8,7,9,70470,11831.542372881357,6151.125
13,31,1,71650,59198.7209039548,14336.000000000002
11,17,13,76905,32349.892278719395,4256.0
8,7,13,78445,13513.037288135592,1715.375
3,1,12,85495,856.0,414.875
16,85,8,86195,67403.75141242938,69632.0
8,7,11,93145,1454.7661016949153,1121.0
3,1,22,94005,264.26666666666665,78.625
3,1,22,97425,264.26666666666665,78.625
3,1,14,99170,386.6666666666667,650.0
3,1,16,100440,437.2,42.75
8,7,4,100460,5385.040677966103,2146.125
8,7,10,100740,8801.705084745763,3326.625
8,7,17,101075,3926.572881355932,3325.625
3,1,9,104275,1704.6666666666667,893.125
8,7,3,107005,10369.372881355934,3437.0
8,7,10,107455,8801.705084745763,3326.625
8,7,20,114750,4285.637288135594,4481.625
15,59,18,115770,148546.66666666666,20480.0
8,7,15,139425,4293.040677966102,7883.875
19,356,22,158240,47039.46666666667,34688.0
8,7,11,164450,1454.7661016949153,1121.0
9,10,21,170390,14893.570621468927,12928.0
8,7,8,181175,6244.759322033899,5517.625
8,7,13,186080,13513.037288135592,1715.375
8,7,2,187135,5103.7118644067805,989.5
19,356,15,194720,110098.93333333332,405248.0
5,3,6,199345,697.6237288135593,1236.375
3,1,6,205060,233.2,412.24999999999994
3,1,6,208235,233.2,412.24999999999994
3,1,14,209615,386.6666666666667,650.0
8,7,8,214075,6244.759322033899,5517.625
3,1,5,217840,882.5333333333333,513.25
3,1,21,220990,1508.5333333333333,1010.75
2,1,14,226575,386.6666666666667,650.0
8,7,21,228120,10470.24406779661,8511.125
11,17,17,234840,9400.122787193974,8240.5
3,1,16,234925,437.2,42.75
3,1,20,238310,617.4666666666667,671.75
15,59,20,247060,33446.11111111112,36864.0
13,31,16,247825,12978.91186440678,447.75
3,1,17,250565,565.7333333333333,564.625
8,7,13,252330,13513.037288135592,1715.375
13,31,14,259110,11478.757062146891,17920.75
8,7,12,266430,5941.220338983051,2898.6249999999995
16,85,20,266520,46257.67231638418,53632.0
13,31,5,274700,26199.273446327683,17664.0
3,1,2,277700,735.3333333333334,125.0
8,7,10,278610,8801.705084745763,3326.625
3,1,18,279900,2742.4,332.5
3,1,20,294455,617.4666666666667,671.75
2,1,6,299620,233.2,412.24999999999994
9,10,8,322990,8882.960451977402,8159.125
3,1,15,325020,618.5333333333333,989.75
13,31,15,334450,18362.05310734464,33280.0
3,1,12,356960,856.0,414.875
5,3,20,359210,1847.167231638418,1785.5
3,1,2,366285,735.3333333333334,125.0
3,1,13,366385,1946.9333333333327,234.0
8,7,5,366400,6125.379661016949,4105.25
8,7,18,367805,19034.115254237287,2430.75
13,31,18,369260,81412.09491525425,10784.125
3,1,5,370470,882.5333333333333,513.25
8,7,10,374165,8801.705084745763,3326.625
8,7,19,374245,4773.335593220339,3869.5
8,7,3,376805,10369.372881355934,3437.0
5,3,2,377625,2199.768361581921,491.875
3,1,4,385430,775.8666666666667,308.5
11,17,18,386250,45567.22259887005,5901.25
5,3,12,388255,2560.745762711864,1244.0
8,7,19,389690,4773.335593220339,3869.5
19,356,5,389890,157090.93333333332,218112.0
3,1,8,390935,899.7333333333333,804.5
3,1,18,391990,2742.4,332.5
8,7,19,393105,4773.335593220339,3869.5
5,3,11,394830,627.0237288135593,532.125
5,3,20,398330,1847.167231638418,1785.5
3,1,14,406940,386.6666666666667,650.0
8,7,21,413740,10470.24406779661,8511.125
8,7,11,414925,1454.7661016949153,1121.0
8,7,10,415365,8801.705084745763,3326.625
3,1,22,437370,264.26666666666665,78.625
15,59,21,458395,81712.22222222223,69504.0
16,85,14,461235,28967.23163841808,49920.0
2,1,18,466390,2742.4,332.5
8,7,19,466505,4773.335593220339,3869.5
5,3,13,473630,5824.300564971751,726.25
15,59,6,479395,12631.666666666666,24320.0
13,31,5,481870,26199.273446327683,17664.0
8,7,17,494210,3926.572881355932,3325.625
15,59,12,494910,46366.66666666666,24832.0
8,7,8,535080,6244.759322033899,5517.625
8,7,7,536565,5653.413559322034,4672.625
8,7,15,537385,4293.040677966102,7883.875
3,1,15,542575,618.5333333333333,989.75
3,1,13,556015,1946.9333333333327,234.0
8,7,22,558600,1834.1898305084744,581.0
8,7,2,559450,5103.7118644067805,989.5
3,1,19,565440,687.7333333333333,642.5
15,59,19,567160,37252.22222222223,34304.0
8,7,4,569100,5385.040677966103,2146.125
8,7,19,572935,4773.335593220339,3869.5
8,7,7,573765,5653.413559322034,4672.625
15,59,22,580375,14314.444444444449,5313.25
8,7,11,581160,1454.7661016949153,1121.0
5,3,9,581965,5099.553672316384,2507.75
16,85,5,590160,66115.20903954803,50176.0
8,7,14,592700,2683.728813559322,3921.0
15,59,13,595910,105458.88888888888,14976.0
3,1,19,599415,687.7333333333333,642.5
3,1,20,607375,617.4666666666667,671.75
8,7,12,610505,5941.220338983051,2898.6249999999995
19,356,8,619185,160152.53333333333,306304.0
13,31,20,624710,18330.387570621468,18816.0
3,1,22,625155,264.26666666666665,78.625
8,7,15,630975,4293.040677966102,7883.875
8,7,13,632600,13513.037288135592,1715.375
8,7,8,640935,6244.759322033899,5517.625
8,7,13,647500,13513.037288135592,1715.375
8,7,1,655065,13840.637288135593,3225.125
15,59,15,656630,33503.88888888889,64256.0
3,1,6,661065,233.2,412.24999999999994
5,3,4,667435,2321.0248587570622,921.0
8,7,5,673055,6125.379661016949,4105.25
8,7,4,673670,5385.040677966103,2146.125
11,17,20,690655,10259.71450094162,11911.5
2,1,10,700445,1268.1333333333334,472.5
