database_id,scale_factor,query_id,start,cpu_time,data_scanned
0,10,1,3719.8,102555.42857142857,3689.0
0,10,17,4920.7,29094.85714285714,4517.0
0,10,12,5587.2,44022.857142857145,3319.0
0,10,12,13778.7,44022.857142857145,3319.0
0,10,18,14258.1,141037.7142857143,2660.0
0,10,4,21716.9,39901.71428571429,2468.0
0,10,19,22577.9,35369.142857142855,5140.0
0,10,2,25641.6,37817.142857142855,1000.0
0,10,12,29003.7,44022.857142857145,3319.0
0,10,3,35947.3,76834.28571428571,3894.0
0,10,10,35949.9,65218.28571428572,3780.0
0,10,2,59101.0,37817.142857142855,1000.0
0,10,11,64118.6,10779.428571428572,1218.0
0,10,4,82527.9,39901.71428571429,2468.0
0,10,22,94050.4,13590.857142857145,629.0
0,10,1,96051.4,102555.42857142857,3689.0
0,10,10,100615.0,65218.28571428572,3780.0
0,10,20,103366.0,31755.428571428572,5374.0
0,10,8,103756.9,46272.0,6436.0
0,10,10,104135.5,65218.28571428572,3780.0
0,10,2,104490.7,37817.142857142855,1000.0
0,10,20,112956.6,31755.428571428572,5374.0
0,10,6,113822.7,11993.142857142857,3297.9999999999995
0,10,12,119705.1,44022.857142857145,3319.0
0,10,14,126867.1,19885.714285714286,5200.0
0,10,20,127189.1,31755.428571428572,5374.0
0,10,9,127221.6,87668.57142857142,7145.0
0,10,14,135356.7,19885.714285714286,5200.0
0,10,20,135856.6,31755.428571428572,5374.0
0,10,2,137181.2,37817.142857142855,1000.0
0,10,8,140261.0,46272.0,6436.0
0,10,3,148459.5,76834.28571428571,3894.0
0,10,2,148995.2,37817.142857142855,1000.0
0,10,8,151442.7,46272.0,6436.0
0,10,11,154245.5,10779.428571428572,1218.0
0,10,18,154495.8,141037.7142857143,2660.0
0,10,2,154780.3,37817.142857142855,1000.0
0,10,15,157878.4,31810.28571428571,7918.000000000001
0,10,19,160537.8,35369.142857142855,5140.0
0,10,14,161896.6,19885.714285714286,5200.0
0,10,1,162582.3,102555.42857142857,3689.0
0,10,1,173446.0,102555.42857142857,3689.0
0,10,20,180123.0,31755.428571428572,5374.0
0,10,11,180780.5,10779.428571428572,1218.0
0,10,16,181177.0,22484.571428571428,342.0
0,10,19,181592.4,35369.142857142855,5140.0
0,10,9,181719.4,87668.57142857142,7145.0
0,10,18,185542.3,141037.7142857143,2660.0
0,10,11,187541.1,10779.428571428572,1218.0
0,10,10,188833.1,65218.28571428572,3780.0
0,10,22,188839.9,13590.857142857145,629.0
0,10,2,189754.0,37817.142857142855,1000.0
0,10,20,189926.4,31755.428571428572,5374.0
0,10,22,194634.0,13590.857142857145,629.0
0,10,10,195555.7,65218.28571428572,3780.0
0,10,11,196262.8,10779.428571428572,1218.0
0,10,9,197106.1,87668.57142857142,7145.0
0,10,10,199741.5,65218.28571428572,3780.0
0,10,17,200678.5,29094.85714285714,4517.0
0,10,16,203279.4,22484.571428571428,342.0
0,10,3,204137.8,76834.28571428571,3894.0
0,10,6,204179.6,11993.142857142857,3297.9999999999995
0,10,15,207415.8,31810.28571428571,7918.000000000001
0,10,18,208087.2,141037.7142857143,2660.0
0,10,16,213388.3,22484.571428571428,342.0
0,10,14,219715.5,19885.714285714286,5200.0
0,10,16,220225.6,22484.571428571428,342.0
0,10,6,222483.6,11993.142857142857,3297.9999999999995
0,10,22,223304.8,13590.857142857145,629.0
0,10,9,223699.2,87668.57142857142,7145.0
0,10,22,226578.9,13590.857142857145,629.0
0,10,4,231727.5,39901.71428571429,2468.0
0,10,15,237210.8,31810.28571428571,7918.000000000001
0,10,11,239837.0,10779.428571428572,1218.0
0,10,4,240201.0,39901.71428571429,2468.0
0,10,2,244240.5,37817.142857142855,1000.0
0,10,18,245377.6,141037.7142857143,2660.0
0,10,10,246393.6,65218.28571428572,3780.0
0,10,20,247262.7,31755.428571428572,5374.0
0,10,17,250568.2,29094.85714285714,4517.0
0,10,10,254715.5,65218.28571428572,3780.0
0,10,14,256267.3,19885.714285714286,5200.0
0,10,14,259700.2,19885.714285714286,5200.0
0,10,17,261118.4,29094.85714285714,4517.0
0,10,9,264479.0,87668.57142857142,7145.0
0,10,18,265666.1,141037.7142857143,2660.0
0,10,18,273455.5,141037.7142857143,2660.0
0,10,16,275308.9,22484.571428571428,342.0
0,10,15,275649.2,31810.28571428571,7918.000000000001
0,10,17,278322.3,29094.85714285714,4517.0
0,10,22,279016.1,13590.857142857145,629.0
0,10,17,279673.8,29094.85714285714,4517.0
0,10,20,284956.7,31755.428571428572,5374.0
0,10,9,292272.9,87668.57142857142,7145.0
0,10,18,292844.7,141037.7142857143,2660.0
0,10,16,296417.9,22484.571428571428,342.0
0,10,11,302419.5,10779.428571428572,1218.0
0,10,15,309133.3,31810.28571428571,7918.000000000001
0,10,6,311003.7,11993.142857142857,3297.9999999999995
0,10,16,312339.9,22484.571428571428,342.0
0,10,11,312664.3,10779.428571428572,1218.0
0,10,22,319882.3,13590.857142857145,629.0
0,10,6,320268.2,11993.142857142857,3297.9999999999995
0,10,2,321633.2,37817.142857142855,1000.0
0,10,19,321925.3,35369.142857142855,5140.0
0,10,16,328692.7,22484.571428571428,342.0
0,10,11,337447.5,10779.428571428572,1218.0
0,10,17,343459.7,29094.85714285714,4517.0
0,10,8,349677.3,46272.0,6436.0
0,10,22,350181.1,13590.857142857145,629.0
0,10,1,356401.9,102555.42857142857,3689.0
0,10,8,356760.1,46272.0,6436.0
0,10,1,358980.1,102555.42857142857,3689.0
0,10,15,359975.5,31810.28571428571,7918.000000000001
0,10,17,362584.6,29094.85714285714,4517.0
0,10,19,367941.3,35369.142857142855,5140.0
0,10,2,374483.2,37817.142857142855,1000.0
