query_stream_id,query_id,start,relative_start,query_duration,query_duration_with_queue,start_delay
14,17,1759142030047,4920,3183,4185,0
14,1,1759142028847,3720,3294,5498,1
14,12,1759142030715,5588,3275,4425,1
14,12,1759142038906,13779,392,395,1
14,18,1759142039385,14258,3865,3866,0
14,4,1759142046843,21716,939,940,0
14,19,1759142047705,22578,982,2219,1
14,12,1759142054130,29003,544,545,0
14,2,1759142050768,25641,7435,7436,0
14,3,1759142061074,35947,1509,1509,0
14,10,1759142061076,35949,2735,2735,0
14,2,1759142084229,59102,1032,2315,1
14,11,1759142089245,64118,1392,1394,0
14,4,1759142107655,82528,4836,7073,1
14,22,1759142119178,94051,1976,1978,1
14,1,1759142121179,96052,1210,1212,1
14,10,1759142125743,100616,948,950,1
14,2,1759142129617,104490,613,1779,0
14,20,1759142128494,103367,3026,3028,1
14,10,1759142129262,104135,1226,2745,0
14,8,1759142128883,103756,1816,3329,0
14,6,1759142138949,113822,393,393,0
14,20,1759142138084,112957,1735,1737,1
14,12,1759142144833,119706,691,692,1
14,14,1759142151995,126868,700,701,1
14,20,1759142152317,127190,2004,3404,1
14,9,1759142152350,127223,2664,4031,2
14,14,1759142160484,135357,507,509,1
14,2,1759142162309,137182,325,326,1
14,20,1759142160984,135857,2008,2009,1
14,8,1759142165389,140262,818,820,1
14,3,1759142173587,148460,777,779,1
14,2,1759142174123,148996,307,1612,1
14,8,1759142176570,151443,736,737,1
14,11,1759142179373,154246,307,309,1
14,2,1759142179908,154781,437,439,1
14,18,1759142179623,154496,3179,3181,1
14,15,1759142183006,157879,1635,1637,1
14,19,1759142185665,160538,511,512,1
14,14,1759142187023,161896,483,484,0
14,1,1759142187710,162583,1641,1643,1
14,1,1759142198573,173446,1427,1428,0
14,20,1759142205251,180124,1556,1558,1
14,11,1759142205908,180781,311,1275,1
14,19,1759142206720,181593,1028,2088,1
14,9,1759142206847,181720,2763,2764,1
14,16,1759142206304,181177,3509,4489,0
14,11,1759142212669,187542,643,644,1
14,18,1759142210670,185543,3262,3263,1
14,10,1759142213961,188834,955,956,1
14,22,1759142213967,188840,1008,1010,1
14,2,1759142214882,189755,273,275,1
14,20,1759142215054,189927,1631,1633,1
14,22,1759142219762,194635,744,745,1
14,10,1759142220682,195555,1040,1041,0
14,11,1759142221390,196263,332,334,1
14,9,1759142222234,197107,1729,1730,1
14,10,1759142224868,199741,934,935,0
14,17,1759142225806,200679,613,614,1
14,3,1759142229265,204138,789,790,1
14,6,1759142229307,204180,387,1302,1
14,16,1759142228406,203279,3748,3749,0
14,15,1759142232544,207417,793,795,2
14,18,1759142233215,208088,3250,3251,1
14,16,1759142238516,213389,5938,5940,1
14,14,1759142244843,219716,561,562,1
14,6,1759142247612,222485,229,231,2
14,16,1759142245354,220227,1746,2783,2
14,22,1759142248432,223305,620,621,1
14,23,1759142250479,225352,0,2,2
14,9,1759142248827,223700,1963,1964,1
14,22,1759142251706,226579,604,606,1
14,4,1759142256855,231728,932,934,1
14,15,1759142262338,237211,741,742,1
14,11,1759142264965,239838,366,367,1
14,4,1759142265329,240202,1022,2697,1
14,2,1759142269368,244241,262,263,1
14,10,1759142271521,246394,1404,1406,1
14,18,1759142270505,245378,3018,3020,1
14,20,1759142272390,247263,1586,2923,1
14,17,1759142275695,250568,414,415,0
14,10,1759142279843,254716,848,849,1
14,14,1759142281394,256267,320,321,0
14,14,1759142284827,259700,369,370,0
14,17,1759142286246,261119,589,590,1
14,9,1759142289607,264480,1573,1574,1
14,18,1759142290793,265666,3083,4245,0
14,18,1759142298583,273456,3035,3037,1
14,15,1759142300776,275649,723,2080,0
14,16,1759142300436,275309,3122,3124,1
14,17,1759142303450,278323,588,589,1
14,22,1759142304143,279016,675,676,0
14,17,1759142304801,279674,878,879,1
14,20,1759142310083,284956,1666,1667,0
14,9,1759142317399,292272,1399,1400,0
14,18,1759142317973,292846,3116,4499,2
14,16,1759142321546,296419,2469,2471,2
14,11,1759142327547,302420,307,309,1
14,15,1759142334262,309135,701,703,2
14,6,1759142336131,311004,479,481,1
14,11,1759142337793,312666,284,1578,2
14,16,1759142337467,312340,2027,2029,1
14,6,1759142345396,320269,253,254,1
14,22,1759142345010,319883,652,653,1
14,2,1759142346761,321634,322,323,1
14,19,1759142347053,321926,460,461,1
14,23,1759142360033,334906,0,2,1
14,16,1759142353819,328692,6474,6475,0
14,11,1759142362575,337448,448,449,1
14,17,1759142368587,343460,579,580,1
14,8,1759142374805,349678,553,554,1
14,22,1759142375309,350182,820,3076,1
14,8,1759142381888,356761,591,592,1
14,1,1759142381529,356402,1767,1769,1
14,1,1759142384108,358981,1180,1181,1
14,15,1759142385102,359975,1061,1062,0
14,17,1759142387712,362585,703,704,1
14,23,1759142390483,365356,0,2,2
14,19,1759142393069,367942,466,468,1
14,2,1759142399611,374484,273,274,1
14,3,1759142403485,378358,904,905,0
14,4,1759142404456,379329,953,954,1
14,11,1759142406063,380936,381,382,0
14,14,1759142408221,383094,468,469,0
14,9,1759142409670,384543,1700,1701,1
14,10,1759142410389,385262,786,2603,1
