job_id,query_id,database_id,start,start_timestamp,end_timestamp,Queueing Delay,Buffer Delay,I/O,CPU,Shuffle,query_duration_with_queue,query_duration,mon_cost
0,1,1,0.0,0.0,200.0,0,0.0,0.00092225,0.29912,0.0,0.29912,0.29912,9.843926115809342
1,1,9,5000.0,5000.0,7900.0,0,0.0,0.0092225,2.9910000000000014,0.0,2.9910000000000014,2.9910000000000014,9.843926115809342
2,1,12,50000.0,50000.0,56800.0,0,0.0,0.02121175,6.879299999999992,0.0,6.879299999999992,6.879299999999992,9.843926115809342
3,1,15,100000.0,100000.0,117600.0,0,0.0,0.05441275,17.64689999999998,0.0,17.64689999999998,17.64689999999998,9.843926115809342
4,1,16,200000.0,200000.0,225400.0,0,0.0,0.07839125,25.42350000000009,0.0,25.42350000000009,25.42350000000009,9.843926115809342
5,1,17,400000.0,400000.0,437300.0,0,0.0,0.11528125,37.38750000000026,0.0,37.38750000000026,37.38750000000026,9.843926115809342
6,1,18,700000.0,700000.0,760400.0,0,0.0,0.1862945,60.41820000000059,0.0,60.41820000000059,60.41820000000059,9.843926115809342
7,1,19,1100000.0,1100000.0,1206400.0,0,0.0,0.32832100000000003,106.48671999999823,0.0,106.48671999999823,106.48671999999823,9.843926115809342
8,2,2,1500000.0,1500000.0,1500000.0,0,0.0,0.00025,0.044120000000000006,0.0,0.044120000000000006,0.044120000000000006,9.843926115809342
9,2,2,1505000.0,1505000.0,1505400.0,0,0.0,0.0025,0.44120000000000004,0.0,0.44120000000000004,0.44120000000000004,9.843926115809342
10,2,2,1550000.0,1550000.0,1551000.0,0,0.0,0.00575,1.0147599999999999,0.0,1.0147599999999999,1.0147599999999999,9.843926115809342
11,2,2,1600000.0,1600000.0,1602600.0,0,0.0,0.01475,2.6030800000000007,0.0,2.6030800000000007,2.6030800000000007,9.843926115809342
12,2,2,1700000.0,1700000.0,1703700.0,0,0.0,0.02125,3.750200000000002,0.0,3.750200000000002,3.750200000000002,9.843926115809342
13,2,2,1900000.0,1900000.0,1905500.0,0,0.0,0.03125,5.514999999999996,0.0,5.514999999999996,5.514999999999996,9.843926115809342
14,2,2,2200000.0,2200000.0,2208900.0,0,0.0,0.0505,8.912239999999985,0.0,8.912239999999985,8.912239999999985,9.843926115809342
15,2,2,2600000.0,2600000.0,2615700.0,0,0.0,0.089,15.70671999999996,0.0,15.70671999999996,15.70671999999996,9.843926115809342
16,3,1,3000000.0,3000000.0,3000100.0,0,0.0,0.0009735,0.163593,0.0,0.163593,0.163593,9.843926115809342
17,3,9,3005000.0,3005000.0,3006600.0,0,0.0,0.009734999999999999,1.6359300000000003,0.0,1.6359300000000003,1.6359300000000003,9.843926115809342
18,3,12,3050000.0,3050000.0,3053700.0,0,0.0,0.0223905,3.7626390000000023,0.0,3.7626390000000023,3.7626390000000023,9.843926115809342
19,3,15,3100000.0,3100000.0,3109600.0,0,0.0,0.0574365,9.65198699999998,0.0,9.65198699999998,9.65198699999998,9.843926115809342
20,3,16,3200000.0,3200000.0,3213900.0,0,0.0,0.0827475,13.905404999999966,0.0,13.905404999999966,13.905404999999966,9.843926115809342
21,3,17,3400000.0,3400000.0,3420400.0,0,0.0,0.1216875,20.44912500000002,0.0,20.44912500000002,20.44912500000002,9.843926115809342
22,3,18,3700000.0,3700000.0,3733000.0,0,0.0,0.19664700000000002,33.0457860000002,0.0,33.0457860000002,33.0457860000002,9.843926115809342
23,3,19,4100000.0,4100000.0,4158300.0,0,0.0,0.34656600000000004,58.399708000000565,0.0,58.399708000000565,58.399708000000565,9.843926115809342
24,4,1,4500000.0,4500000.0,4500100.0,0,0.0,0.000617,0.157113,0.0,0.157113,0.157113,9.843926115809342
25,4,1,4505000.0,4505000.0,4506500.0,0,0.0,0.00617,1.5711300000000004,0.0,1.5711300000000004,1.5711300000000004,9.843926115809342
26,4,1,4550000.0,4550000.0,4553600.0,0,0.0,0.014191,3.613599000000002,0.0,3.613599000000002,3.613599000000002,9.843926115809342
27,4,1,4600000.0,4600000.0,4609200.0,0,0.0,0.036403,9.269666999999984,0.0,9.269666999999984,9.269666999999984,9.843926115809342
28,4,1,4700000.0,4700000.0,4713300.0,0,0.0,0.052445000000000006,13.354604999999967,0.0,13.354604999999967,13.354604999999967,9.843926115809342
29,4,1,4900000.0,4900000.0,4919600.0,0,0.0,0.077125,19.639125000000007,0.0,19.639125000000007,19.639125000000007,9.843926115809342
30,4,1,5200000.0,5200000.0,5231700.0,0,0.0,0.124634,31.736826000000182,0.0,31.736826000000182,31.736826000000182,9.843926115809342
31,4,1,5600000.0,5600000.0,5655900.0,0,0.0,0.21965200000000001,55.93222800000053,0.0,55.93222800000053,55.93222800000053,9.843926115809342
32,5,1,6000000.0,6000000.0,6000100.0,0,0.0,0.0010265,0.18864150000000002,0.0,0.18864150000000002,0.18864150000000002,9.843926115809342
33,5,1,6005000.0,6005000.0,6006800.0,0,0.0,0.010265,1.8864150000000004,0.0,1.8864150000000004,1.8864150000000004,9.843926115809342
34,5,1,6050000.0,6050000.0,6054300.0,0,0.0,0.0236095,4.3387545,0.0,4.3387545,4.3387545,9.843926115809342
35,5,1,6100000.0,6100000.0,6111100.0,0,0.0,0.0605635,11.129848499999976,0.0,11.129848499999976,11.129848499999976,9.843926115809342
36,5,1,6200000.0,6200000.0,6216000.0,0,0.0,0.08725250000000001,16.03452749999996,0.0,16.03452749999996,16.03452749999996,9.843926115809342
37,5,1,6400000.0,6400000.0,6423500.0,0,0.0,0.1283125,23.580187500000065,0.0,23.580187500000065,23.580187500000065,9.843926115809342
38,5,1,6700000.0,6700000.0,6738100.0,0,0.0,0.20735300000000004,38.10558300000027,0.0,38.10558300000027,38.10558300000027,9.843926115809342
39,5,1,7100000.0,7100000.0,7167100.0,0,0.0,0.36543400000000004,67.15637400000045,0.0,67.15637400000045,67.15637400000045,9.843926115809342
40,6,1,7500000.0,7500000.0,7500000.0,0,0.0,0.0008244999999999999,0.04372499999999999,0.0,0.04372499999999999,0.04372499999999999,9.843926115809342
41,6,1,7505000.0,7505000.0,7505400.0,0,0.0,0.008244999999999999,0.43724999999999997,0.0,0.43724999999999997,0.43724999999999997,9.843926115809342
42,6,1,7550000.0,7550000.0,7551000.0,0,0.0,0.018963499999999998,1.0056749999999999,0.0,1.0056749999999999,1.0056749999999999,9.843926115809342
43,6,1,7600000.0,7600000.0,7602500.0,0,0.0,0.0486455,2.5797750000000006,0.0,2.5797750000000006,2.5797750000000006,9.843926115809342
44,6,1,7700000.0,7700000.0,7703700.0,0,0.0,0.0700825,3.716625000000002,0.0,3.716625000000002,3.716625000000002,9.843926115809342
45,6,1,7900000.0,7900000.0,7905400.0,0,0.0,0.1030625,5.465624999999997,0.0,5.465624999999997,5.465624999999997,9.843926115809342
46,6,1,8200000.0,8200000.0,8208799.999999999,0,0.0,0.166549,8.832449999999985,0.0,8.832449999999985,8.832449999999985,9.843926115809342
47,6,1,8600000.0,8600000.0,8615500.0,0,0.0,0.293522,15.56609999999996,0.0,15.56609999999996,15.56609999999996,9.843926115809342
48,7,1,9000000.0,9000000.0,9000100.0,0,0.0,0.00118625,0.12218000000000001,0.0,0.12218000000000001,0.12218000000000001,9.843926115809342
49,7,1,9005000.0,9005000.0,9006200.0,0,0.0,0.0118625,1.2218000000000002,0.0,1.2218000000000002,1.2218000000000002,9.843926115809342
50,7,1,9050000.0,9050000.0,9052800.0,0,0.0,0.02728375,2.810140000000001,0.0,2.810140000000001,2.810140000000001,9.843926115809342
