job_id,query_id,database_id,start,start_timestamp,end_timestamp,Queueing Delay,Buffer Delay,I/O,CPU,Shuffle,query_duration_with_queue,query_duration,mon_cost
0,1,1,0.0,0.0,100.0,0,0.0,0.00092225,0.09721399999999998,0.003689,0.09721399999999998,0.09721399999999998,39.35084713045275
1,1,9,5000.0,5000.0,6000.0,0,0.0,0.0092225,0.9720749999999997,0.04527409090909091,0.9720749999999997,0.9720749999999997,39.35084713045275
2,1,12,50000.0,50000.0,52400.0,0,0.0,0.02121175,2.235772500000001,0.13198422222222222,2.235772500000001,2.235772500000001,39.35084713045275
3,1,15,100000.0,100000.0,106300.0,0,0.0,0.05441275,5.7352424999999885,0.5364327676767677,5.7352424999999885,5.7352424999999885,39.35084713045275
4,1,16,200000.0,200000.0,209200.0,0,0.0,0.07839125,8.262637499999972,0.9787028787878788,8.262637499999972,8.262637499999972,39.35084713045275
5,1,17,400000.0,400000.0,413800.0,0,0.0,0.11528125,12.150937499999966,1.6139375000000002,12.150937499999966,12.150937499999966,39.35084713045275
6,1,18,700000.0,700000.0,722300.0,0,0.0,0.1862945,19.635915000000068,2.6081230000000004,19.635915000000068,19.635915000000068,39.35084713045275
7,1,19,1100000.0,1100000.0,1139200.0,0,0.0,0.32832100000000003,34.6081840000001,4.596494,34.6081840000001,34.6081840000001,39.35084713045275
8,2,2,1500000.0,1500000.0,1500100.0,0,0.0,0.00025,0.014338999999999998,0.001,0.014338999999999998,0.014338999999999998,39.35084713045275
9,2,2,1505000.0,1505000.0,1505200.0,0,0.0,0.0025,0.14338999999999996,0.012272727272727274,0.14338999999999996,0.14338999999999996,39.35084713045275
10,2,2,1550000.0,1550000.0,1550400.0,0,0.0,0.00575,0.329797,0.035777777777777776,0.329797,0.329797,39.35084713045275
11,2,2,1600000.0,1600000.0,1601000.0,0,0.0,0.01475,0.8460009999999996,0.14541414141414144,0.8460009999999996,0.8460009999999996,39.35084713045275
12,2,2,1700000.0,1700000.0,1701500.0,0,0.0,0.02125,1.2188149999999998,0.2653030303030303,1.2188149999999998,1.2188149999999998,39.35084713045275
