query,total_scan_mb,total_cpu_sec,shuffle_mb,expected_io,calculated_io,io_diff,expected_cpu,calculated_cpu,cpu_diff,expected_shuffle,calculated_shuffle,shuffle_diff
query_0,239.299,0.969994,165.401,0.05982475,0.05982475,0.0,0.060624625,0.060624625,0.0,0.1323208,0.13232080000000002,2.7755575615628914e-17
query_1,3168.054,12.5099875,0.129,0.7920135,0.7920135,0.0,0.7818742188,0.78187421875,5.000000413701855e-11,0.0001032,0.0001032,0.0
query_2,0.047,37.9996,0.014,1.175e-05,1.175e-05,0.0,2.374975,2.374975,0.0,1.12e-05,1.12e-05,0.0
query_3,7764.59175,58.46491825,3813.1825,1.941147938,1.9411479374999998,5.000002634147904e-10,3.654057391,3.654057390625,3.750000310276391e-10,3.050546,3.0505459999999998,4.440892098500626e-16
query_4,1013.4,0.2399945,0.871,0.25335,0.25335,0.0,0.01499965625,0.01499965625,0.0,0.0006968,0.0006968,0.0
query_5,44.8295,0.489978,2.036,0.011207375,0.011207375,0.0,0.030623625,0.030623625,0.0,0.0016288,0.0016288000000000001,2.168404344971009e-19
query_6,27.711,0.439987,5.507,0.00692775,0.00692775,0.0,0.0274991875,0.0274991875,0.0,0.0044056,0.0044056,0.0
query_7,124.6753333,0.279987,4.064333333,0.03116883333,0.031168833325000003,4.999996944254903e-12,0.0174991875,0.0174991875,0.0,0.003251466667,0.0032514666664000005,5.999996506578231e-13
query_8,5255.851,1.6449875,,1.31396275,1.31396275,0.0,0.1028117188,0.10281171875,4.999999025923074e-11,0.0,0.0,0.0
query_9,3.93625,0.959981,1.2565,0.0009840625,0.0009840625,0.0,0.0599988125,0.0599988125,0.0,0.0010052,0.0010052,0.0
query_10,1656.79475,8.229963,846.914,0.4141986875,0.4141986875,0.0,0.5143726875,0.5143726875,0.0,0.6775312,0.6775312,0.0
query_11,32.537,0.159988,14.294,0.00813425,0.008134249999999999,1.734723475976807e-18,0.00999925,0.00999925,0.0,0.0114352,0.0114352,0.0
query_12,142.57,8.179979,25.108,0.0356425,0.0356425,0.0,0.5112486875,0.5112486875,0.0,0.0200864,0.0200864,0.0
query_13,7948.379667,77.00660467,2329.626,1.987094917,1.98709491675,2.5000002068509275e-10,4.812912792,4.812912791875,1.2499956625333652e-10,1.8637008,1.8637008000000002,2.220446049250313e-16
query_14,150.438,0.1066603333,62.25566667,0.0376095,0.0376095,0.0,0.006666270833,0.00666627083125,1.7500003182679968e-12,0.04980453333,0.049804533336,5.999999108663445e-12
query_15,2808.81,20.039984,1211.89,0.7022025,0.7022025,0.0,1.252499,1.252499,0.0,0.969512,0.969512,0.0
query_16,268.089,0.124992,0.012,0.06702225,0.06702225,0.0,0.007812,0.007812,0.0,9.6e-06,9.6e-06,0.0
query_17,207.89925,0.61998375,135.071,0.0519748125,0.0519748125,0.0,0.03874898438,0.038748984375,5.000000413701855e-12,0.1080568,0.1080568,0.0
query_18,13.153,0.279988,10.252,0.00328825,0.00328825,0.0,0.01749925,0.01749925,0.0,0.0082016,0.0082016,0.0
query_19,45.488,0.5,8.915,0.011372,0.011372,0.0,0.03125,0.03125,0.0,0.007132,0.0071319999999999995,8.673617379884035e-19
query_20,68.892,34.81332633,40.213,0.017223,0.017223,0.0,2.175832896,2.175832895625,3.750000310276391e-10,0.0321704,0.0321704,0.0
query_21,970.545,17.43998267,14.545,0.24263625,0.24263625,0.0,1.089998917,1.089998916875,1.2500001034254637e-10,0.011636,0.011636,0.0
query_22,9815.38225,134.9649603,1319.7965,2.453845563,2.4538455625,4.999995972809756e-10,8.435310016,8.43531001875,2.7499993393576005e-09,1.0558372,1.0558372,0.0
query_23,10309.966,40.469946,190.456,2.5774915,2.5774915000000003,4.440892098500626e-16,2.529371625,2.529371625,0.0,0.1523648,0.1523648,0.0
query_24,402.8343333,0.2266543333,0.002,0.1007085833,0.100708583325,2.5000002068509275e-11,0.01416589583,0.01416589583125,1.2500001034254637e-12,1.6e-06,1.6e-06,0.0
query_25,18.986,0.3,5.392,0.0047465,0.0047465,0.0,0.01875,0.01875,0.0,0.0043136,0.0043136,0.0
query_26,7.431,0.349987,3.369,0.00185775,0.00185775,0.0,0.0218741875,0.0218741875,0.0,0.0026952,0.0026952,0.0
query_27,405.584,9.41497975,2.158333333,0.101396,0.101396,0.0,0.5884362344,0.588436234375,2.5000002068509275e-11,0.001726666667,0.0017266666663999998,6.000000843386921e-13
query_28,98.373,6.11999,0.006,0.02459325,0.02459325,0.0,0.382499375,0.382499375,0.0,4.8e-06,4.8e-06,0.0
query_29,61.52025,0.07499425,27.23933333,0.0153800625,0.0153800625,0.0,0.004687140625,0.004687140625,0.0,0.02179146667,0.021791466664,5.999999108663445e-12
query_30,216.111,0.239991,93.977,0.05402775,0.05402775,0.0,0.0149994375,0.0149994375,0.0,0.0751816,0.0751816,0.0
query_31,116.278,0.79988,,0.0290695,0.0290695,0.0,0.0499925,0.0499925,0.0,0.0,0.0,0.0
query_32,132.286,0.3999783333,54.97433333,0.0330715,0.033071500000000004,6.938893903907228e-18,0.02499864583,0.02499864583125,1.2500001034254637e-12,0.04397946667,0.043979466664,5.999999108663445e-12
query_33,1.177,0.039992,0.46,0.00029425,0.00029425,0.0,0.0024995,0.0024995,0.0,0.000368,0.000368,0.0
query_34,1153.268,7.833298,282.8426667,0.288317,0.288317,0.0,0.489581125,0.489581125,0.0,0.2262741333,0.22627413336,5.999997720884664e-11
query_35,126.4173333,6.21999,0.092,0.03160433333,0.031604333325,5.000000413701855e-12,0.388749375,0.388749375,0.0,7.36e-05,7.36e-05,0.0
query_36,0.01,0.4,0.0,2.5e-06,2.5e-06,0.0,0.025,0.025,0.0,0.0,0.0,0.0
query_37,1922.09325,15.5749415,1031.04825,0.4805233125,0.48052331249999997,5.551115123125783e-17,0.9734338438,0.97343384375,5.000000413701855e-11,0.8248386,0.8248386000000001,1.1102230246251565e-16
query_38,408.806,3.573281333,4.47,0.1022015,0.1022015,0.0,0.2233300833,0.2233300833125,1.2500001034254637e-11,0.003576,0.0035759999999999998,4.336808689942018e-19
query_39,199.442,0.09999,1.412,0.0498605,0.0498605,0.0,0.006249375,0.006249375,0.0,0.0011296,0.0011296,0.0
query_40,0.118,0.4,0.022,2.95e-05,2.95e-05,0.0,0.025,0.025,0.0,1.76e-05,1.7599999999999998e-05,3.3881317890172014e-21
query_41,343.684,1.733323333,0.066,0.085921,0.08592100000000001,1.3877787807814457e-17,0.1083327083,0.1083327083125,1.2500001034254637e-11,5.28e-05,5.28e-05,0.0
query_42,23.8025,0.17998825,15.395,0.005950625,0.005950624999999999,8.673617379884035e-19,0.01124926563,0.011249265625,5.000000413701855e-12,0.012316,0.012315999999999999,1.734723475976807e-18
query_43,141.647,1.819981,83.896,0.03541175,0.03541175,0.0,0.1137488125,0.1137488125,0.0,0.0671168,0.0671168,0.0
query_44,201.38575,3.514985,52.516,0.0503464375,0.0503464375,0.0,0.2196865625,0.2196865625,0.0,0.0420128,0.042012799999999996,6.938893903907228e-18
query_45,2276.496,40.82496325,289.38225,0.569124,0.5691240000000001,1.1102230246251565e-16,2.551560203,2.551560203125,1.2500001034254637e-10,0.2315058,0.2315058,0.0
query_46,,,,,0.0,,,0.0,,,0.0,
query_47,109.525,0.458,0.634,0.02738125,0.027381250000000003,3.469446951953614e-18,0.028625,0.028625,0.0,0.0005072,0.0005072,0.0
query_48,11.208,3.879987,0.131,0.002802,0.0028020000000000002,4.336808689942018e-19,0.2424991875,0.2424991875,0.0,0.0001048,0.0001048,0.0
query_49,3738.78025,26.099964,2027.04,0.9346950625,0.9346950624999999,1.1102230246251565e-16,1.63124775,1.63124775,0.0,1.621632,1.621632,0.0
query_50,,,,,0.0,,,0.0,,,0.0,
query_51,,,,,0.0,,,0.0,,,0.0,
query_52,0.672,0.3,0.132,0.000168,0.00016800000000000002,2.710505431213761e-20,0.01875,0.01875,0.0,0.0001056,0.0001056,0.0
query_53,2.806,0.039992,0.044,0.0007015,0.0007015,0.0,0.0024995,0.0024995,0.0,3.52e-05,3.5199999999999995e-05,6.776263578034403e-21
query_54,87.7625,0.039992,17.1585,0.021940625,0.021940625000000002,3.469446951953614e-18,0.0024995,0.0024995,0.0,0.0137268,0.0137268,0.0
query_55,1688.38275,18.04496025,528.981,0.4220956875,0.4220956875,0.0,1.127810016,1.127810015625,3.750000310276391e-10,0.4231848,0.42318479999999997,5.551115123125783e-17
query_56,,,,,0.0,,,0.0,,,0.0,
query_57,3185.8044,21.5039912,29.087,0.7964511,0.7964511,0.0,1.34399945,1.34399945,0.0,0.0232696,0.0232696,0.0
query_58,183.6916667,0.06665366667,56.82733333,0.04592291667,0.045922916675,5.000000413701855e-12,0.004165854167,0.004165854166875,1.2499983687019878e-13,0.04546186667,0.045461866664000004,5.999992169769541e-12
query_59,,,,,0.0,,,0.0,,,0.0,
query_60,5.914666667,0.896,0.332,0.001478666667,0.0014786666667499998,2.5000010742126655e-13,0.056,0.056,0.0,0.0002656,0.0002656,0.0
query_61,1.114,1.839987,0.102,0.0002785,0.00027850000000000005,5.421010862427522e-20,0.1149991875,0.1149991875,0.0,8.16e-05,8.159999999999999e-05,1.3552527156068805e-20
query_62,2243.527,3.5399775,2.035,0.56088175,0.56088175,0.0,0.2212485938,0.22124859375,5.000000413701855e-11,0.001628,0.001628,0.0
query_63,1075.606,5.286655667,326.168,0.2689015,0.2689015,0.0,0.3304159792,0.3304159791875,1.2500001034254637e-11,0.2609344,0.2609344,0.0
query_64,1075.606,5.339991,326.168,0.2689015,0.2689015,0.0,0.3337494375,0.3337494375,0.0,0.2609344,0.2609344,0.0
query_65,139.73,0.2533173333,0.062,0.0349325,0.0349325,0.0,0.01583233333,0.01583233333125,1.2500001034254637e-12,4.96e-05,4.96e-05,0.0
query_66,23817.9142,297.675972,12096.809,5.95447855,5.95447855,0.0,18.60474825,18.60474825,0.0,9.6774472,9.6774472,0.0
query_67,48.014,1.09997975,13.714,0.0120035,0.0120035,0.0,0.06874873438,0.068748734375,5.000000413701855e-12,0.0109712,0.0109712,0.0
query_68,0.26,0.399992,,6.5e-05,6.500000000000001e-05,1.3552527156068805e-20,0.0249995,0.0249995,0.0,0.0,0.0,0.0
query_69,1290.588,2.069979,0.006,0.322647,0.322647,0.0,0.1293736875,0.1293736875,0.0,4.8e-06,4.8e-06,0.0
query_70,11.577,3.159973,3.589,0.00289425,0.00289425,0.0,0.1974983125,0.1974983125,0.0,0.0028712,0.0028712,0.0
query_71,4912.307,68.869967,133.033,1.22807675,1.22807675,0.0,4.304372938,4.3043729375,5.000000413701855e-10,0.1064264,0.10642639999999999,1.3877787807814457e-17
query_72,7.258,0.9999845,1.40825,0.0018145,0.0018145,0.0,0.06249903125,0.06249903125,0.0,0.0011266,0.0011266,0.0
query_73,1507.45225,2.3649615,624.65825,0.3768630625,0.3768630625,0.0,0.1478100938,0.14781009375,4.9999976381442934e-11,0.4997266,0.49972659999999997,5.551115123125783e-17
query_74,1851.11,5.89995725,313.07,0.4627775,0.46277749999999995,5.551115123125783e-17,0.3687473281,0.368747328125,2.5000002068509275e-11,0.250456,0.250456,0.0
query_75,113.325,1.50498875,0.586,0.02833125,0.028331250000000002,3.469446951953614e-18,0.09406179688,0.094061796875,5.000000413701855e-12,0.0004688,0.00046879999999999996,5.421010862427522e-20
query_76,279.2043333,0.51999,0.577,0.06980108333,0.069801083325,5.000000413701855e-12,0.032499375,0.032499375,0.0,0.0004616,0.00046159999999999994,5.421010862427522e-20
query_77,6725.071,76.55493575,1574.58,1.68126775,1.68126775,0.0,4.784683484,4.784683484375,3.749995869384293e-10,1.259664,1.259664,0.0
query_78,334.92625,3.71998325,67.6455,0.0837315625,0.0837315625,0.0,0.2324989531,0.232498953125,2.5000002068509275e-11,0.0541164,0.0541164,0.0
query_79,887.149,1.15498075,0.372,0.22178725,0.22178725,0.0,0.07218629688,0.072186296875,5.000000413701855e-12,0.0002976,0.0002976,0.0
query_80,415.74125,0.74498175,158.969,0.1039353125,0.1039353125,0.0,0.04656135938,0.046561359375,5.000000413701855e-12,0.1271752,0.1271752,0.0
query_81,508.52225,5.38998075,285.49425,0.1271305625,0.1271305625,0.0,0.3368737969,0.336873796875,2.5000002068509275e-11,0.2283954,0.22839540000000003,2.7755575615628914e-17
query_82,61.38925,0.019994,2.193333333,0.0153473125,0.0153473125,0.0,0.001249625,0.001249625,0.0,0.001754666667,0.0017546666664,5.999998674982576e-13
query_83,1.847,0.0499885,0.241,0.00046175,0.00046175,0.0,0.00312428125,0.00312428125,0.0,0.0001928,0.0001928,0.0
query_84,464.867,2.379984,42.159,0.11621675,0.11621675000000001,1.3877787807814457e-17,0.148749,0.148749,0.0,0.0337272,0.0337272,0.0
query_85,731.474,5.2649805,367.8975,0.1828685,0.18286850000000002,2.7755575615628914e-17,0.3290612813,0.32906128125,5.000000413701855e-11,0.294318,0.29431799999999997,5.551115123125783e-17
query_86,2031.28175,18.8149395,1141.96775,0.5078204375,0.5078204375,0.0,1.175933719,1.17593371875,2.5000002068509275e-10,0.9135742,0.9135742,0.0
query_87,0.005,0.4,0.0,1.25e-06,1.25e-06,0.0,0.025,0.025,0.0,0.0,0.0,0.0
query_88,74.13133333,1.339985,4.789,0.01853283333,0.018532833332500002,2.5000002068509275e-12,0.0837490625,0.0837490625,0.0,0.0038312,0.0038312,0.0
query_89,0.771,0.29999,0.0,0.00019275,0.00019275,0.0,0.018749375,0.018749375,0.0,0.0,0.0,0.0
query_90,,,,,0.0,,,,,,0.0,
query_91,0.048,0.335999,0.008,1.2e-05,1.2e-05,0.0,0.0209999375,0.0209999375,0.0,6.4e-06,6.4e-06,0.0
query_92,28.3595,1.344991,7.312,0.007089875,0.007089875,0.0,0.0840619375,0.0840619375,0.0,0.0058496,0.0058496,0.0
query_93,797.773,2.259986,0.072,0.19944325,0.19944325000000002,2.7755575615628914e-17,0.141249125,0.141249125,0.0,5.76e-05,5.76e-05,0.0
query_94,2.272,0.219996,0.258,0.000568,0.0005679999999999999,1.0842021724855044e-19,0.01374975,0.01374975,0.0,0.0002064,0.0002064,0.0
query_95,0.785,2.409988,0.0,0.00019625,0.00019625,0.0,0.15062425,0.15062425,0.0,0.0,0.0,0.0
query_96,836.317,12.61997575,0.0,0.20907925,0.20907925,0.0,0.7887484844,0.788748484375,2.5000002068509275e-11,0.0,0.0,0.0
query_97,69.918,18.86499475,8.899,0.0174795,0.017479500000000002,3.469446951953614e-18,1.179062172,1.179062171875,1.2500001034254637e-10,0.0071192,0.007119199999999999,8.673617379884035e-19
query_98,418.5375,1.76998,0.62,0.104634375,0.104634375,0.0,0.11062375,0.11062375,0.0,0.000496,0.000496,0.0
